UAN,Age,State_Origin,State_Current,Occupation_Sector,Daily_Wage,Skill_Level,Scheme_Enrolled,Registration_Date
MOCK-UAN-3206-3550,35,Uttar Pradesh,Tamil Nadu,Manufacturing,495,Semi-skilled,eShram,2025-03-21
MOCK-UAN-9503-5639,38,Odisha,Tamil Nadu,Construction,970,Highly-skilled,PM-Kisan,2026-07-24
MOCK-UAN-8987-7133,51,Tamil Nadu,Gujarat,Manufacturing,438,Semi-skilled,Ayushman Bharat,2025-06-17
MOCK-UAN-8694-7842,34,Andhra Pradesh,Andhra Pradesh,Construction,927,Highly-skilled,PM-Kisan,2025-11-24
MOCK-UAN-1404-2863,44,Uttar Pradesh,Jharkhand,Gig Worker,993,Highly-skilled,PM-SYM,2024-12-05
MOCK-UAN-5762-2139,39,Tamil Nadu,Andhra Pradesh,Agriculture,314,Unskilled,None,2026-01-27
MOCK-UAN-8698-9439,42,Bihar,Bihar,Gig Worker,605,Skilled,PM-Kisan,2025-12-22
MOCK-UAN-3606-7450,57,Andhra Pradesh,Andhra Pradesh,Construction,271,Unskilled,PM-Kisan,2025-11-30
MOCK-UAN-3691-4823,42,Jharkhand,West Bengal,Domestic Worker,868,Highly-skilled,eShram,2024-10-22
MOCK-UAN-1996-2965,58,Maharashtra,Maharashtra,Construction,960,Highly-skilled,PM-Kisan,2026-04-04
MOCK-UAN-8307-9637,21,Maharashtra,Jharkhand,Gig Worker,388,Unskilled,None,2025-07-25
MOCK-UAN-6510-9749,43,Uttar Pradesh,Uttar Pradesh,Domestic Worker,373,Unskilled,None,2024-10-22
MOCK-UAN-1247-4524,21,Karnataka,Karnataka,Agriculture,825,Highly-skilled,PM-SYM,2025-06-16
MOCK-UAN-3750-5377,36,Bihar,Bihar,Construction,462,Semi-skilled,PM-Kisan,2026-01-22
MOCK-UAN-1182-4469,22,Andhra Pradesh,Jharkhand,Domestic Worker,976,Highly-skilled,PM-Kisan,2024-12-09
MOCK-UAN-8034-2867,18,Karnataka,Karnataka,Manufacturing,606,Skilled,eShram,2025-02-13
MOCK-UAN-4388-2725,36,Jharkhand,Odisha,Gig Worker,594,Semi-skilled,Ayushman Bharat,2025-06-24
MOCK-UAN-6495-2723,41,Maharashtra,Bihar,Construction,602,Semi-skilled,Ayushman Bharat,2024-10-15
MOCK-UAN-6132-4008,64,Gujarat,Karnataka,Manufacturing,6331,Skilled,Ayushman Bharat,2026-04-21
MOCK-UAN-1033-7718,33,Karnataka,Andhra Pradesh,Construction,645,Skilled,eShram,2025-02-26
MOCK-UAN-3141-3849,20,Uttar Pradesh,Uttar Pradesh,Gig Worker,386,Unskilled,PM-SYM,2025-10-17
MOCK-UAN-4797-1979,38,Andhra Pradesh,Andhra Pradesh,Manufacturing,352,Semi-skilled,None,2025-05-23
MOCK-UAN-4289-5642,45,Tamil Nadu,Karnataka,Manufacturing,584,Skilled,PM-Kisan,2026-05-20
MOCK-UAN-4972-6543,64,Bihar,Bihar,Construction,994,Highly-skilled,None,2025-05-25
MOCK-UAN-8060-7644,-1,Gujarat,Maharashtra,Manufacturing,927,Highly-skilled,eShram,2025-07-05
MOCK-UAN-5611-5332,25,Tamil Nadu,Karnataka,Manufacturing,330,Unskilled,PM-Kisan,2025-06-20
MOCK-UAN-5161-1084,58,Bihar,Jharkhand,Agriculture,881,Highly-skilled,PM-Kisan,2025-06-27
MOCK-UAN-5859-6187,42,Bihar,Jharkhand,Gig Worker,667,Skilled,PM-Kisan,2025-04-05
MOCK-UAN-7262-8718,41,Tamil Nadu,Tamil Nadu,Gig Worker,463,Unskilled,PM-SYM,2026-06-12
MOCK-UAN-7197-4139,47,Odisha,Odisha,Gig Worker,975,Highly-skilled,None,2026-03-11
MOCK-UAN-9512-1331,24,Odisha,Odisha,Gig Worker,564,Semi-skilled,eShram,2024-12-21
MOCK-UAN-2686-2628,60,Jharkhand,Jharkhand,Gig Worker,708,Skilled,PM-SYM,2025-06-22
MOCK-UAN-5437-5809,18,Karnataka,Karnataka,Construction,423,Unskilled,PM-SYM,2025-03-13
MOCK-UAN-7198-7510,46,Odisha,Odisha,Agriculture,948,Highly-skilled,PM-SYM,2025-01-19
MOCK-UAN-4131-6754,33,Andhra Pradesh,Uttar Pradesh,Manufacturing,385,Semi-skilled,eShram,2026-05-01
MOCK-UAN-8981-6962,48,Karnataka,West Bengal,Manufacturing,840,Highly-skilled,PM-SYM,2025-03-06
MOCK-UAN-7869-6903,25,Uttar Pradesh,Uttar Pradesh,Gig Worker,728,Skilled,PM-SYM,2025-06-02
MOCK-UAN-1319-5457,23,West Bengal,West Bengal,Gig Worker,996,Highly-skilled,None,2025-05-03
MOCK-UAN-1115-3771,20,Bihar,West Bengal,Agriculture,577,Skilled,PM-SYM,2026-08-05
MOCK-UAN-9272-9703,55,Maharashtra,West Bengal,Gig Worker,450,Unskilled,PM-SYM,2026-05-02
MOCK-UAN-1046-4787,18,West Bengal,Karnataka,Gig Worker,1009,Highly-skilled,PM-SYM,2025-05-12
MOCK-UAN-6776-2903,55,Tamil Nadu,Tamil Nadu,Gig Worker,552,Semi-skilled,eShram,2025-05-02
MOCK-UAN-9862-1424,25,Karnataka,Karnataka,Construction,688,Skilled,None,2026-04-20
MOCK-UAN-5835-1607,35,Tamil Nadu,Odisha,Domestic Worker,581,Skilled,None,2025-01-14
MOCK-UAN-4441-6792,22,Jharkhand,Tamil Nadu,Agriculture,378,Unskilled,Ayushman Bharat,2025-04-27
MOCK-UAN-7421-6405,45,West Bengal,West Bengal,Domestic Worker,860,Highly-skilled,PM-Kisan,2026-01-22
MOCK-UAN-5206-5336,32,Andhra Pradesh,Odisha,Domestic Worker,332,Unskilled,PM-SYM,2025-12-29
MOCK-UAN-6047-6446,45,Bihar,Bihar,Agriculture,371,Unskilled,eShram,2024-10-08
MOCK-UAN-1614-5393,50,Maharashtra,Maharashtra,Agriculture,831,Highly-skilled,None,2025-05-03
MOCK-UAN-4663-3768,22,Uttar Pradesh,Uttar Pradesh,Construction,932,Highly-skilled,None,2026-04-13
MOCK-UAN-2245-5666,31,Odisha,Odisha,Domestic Worker,657,Skilled,None,2026-03-29
MOCK-UAN-5240-8247,44,Tamil Nadu,Uttar Pradesh,Manufacturing,957,Highly-skilled,None,2025-06-12
MOCK-UAN-6515-4502,23,Maharashtra,Maharashtra,Domestic Worker,891,Highly-skilled,None,2025-04-22
MOCK-UAN-9105-5454,64,Jharkhand,Jharkhand,Manufacturing,563,Skilled,PM-SYM,2025-08-01
MOCK-UAN-8780-2175,46,Tamil Nadu,Maharashtra,Gig Worker,597,Semi-skilled,PM-Kisan,2025-03-31
MOCK-UAN-4234-9531,25,Uttar Pradesh,Andhra Pradesh,Gig Worker,1,Highly-skilled,eShram,2026-08-19
MOCK-UAN-1087-4314,44,Jharkhand,Gujarat,Manufacturing,391,Semi-skilled,PM-Kisan,2025-04-20
MOCK-UAN-4633-3375,45,Karnataka,Tamil Nadu,Gig Worker,339,Unskilled,PM-Kisan,2025-01-29
MOCK-UAN-1416-8933,40,Odisha,Odisha,Domestic Worker,311,Unskilled,None,2026-07-15
MOCK-UAN-2614-8159,19,Bihar,Bihar,Gig Worker,731,Skilled,PM-SYM,2025-03-28
MOCK-UAN-4217-7877,18,West Bengal,Odisha,Construction,635,Skilled,None,2025-09-16
MOCK-UAN-5538-8790,40,Tamil Nadu,Tamil Nadu,Gig Worker,433,Unskilled,PM-SYM,2026-07-20
MOCK-UAN-4440-2776,57,Odisha,Odisha,Domestic Worker,864,Highly-skilled,eShram,2025-09-22
MOCK-UAN-4776-2532,32,Maharashtra,Maharashtra,Agriculture,794,Highly-skilled,eShram,2025-10-31
MOCK-UAN-6677-1309,32,West Bengal,Andhra Pradesh,Agriculture,578,Skilled,PM-Kisan,2025-10-10
MOCK-UAN-2737-1781,23,Gujarat,Gujarat,Gig Worker,403,Unskilled,PM-SYM,2024-11-03
MOCK-UAN-3699-2707,57,Odisha,Odisha,Domestic Worker,436,Semi-skilled,PM-Kisan,2025-10-16
MOCK-UAN-1650-9033,30,Maharashtra,Gujarat,Manufacturing,842,Highly-skilled,PM-SYM,2025-06-12
MOCK-UAN-1705-7295,26,Bihar,Andhra Pradesh,Gig Worker,609,Skilled,PM-Kisan,2026-05-14
MOCK-UAN-9933-5087,59,Uttar Pradesh,Uttar Pradesh,Construction,924,Highly-skilled,PM-SYM,2026-04-07
MOCK-UAN-3017-4006,52,Uttar Pradesh,Gujarat,Gig Worker,1044,Highly-skilled,None,2025-10-04
MOCK-UAN-6884-3971,41,Maharashtra,Maharashtra,Agriculture,512,Semi-skilled,Ayushman Bharat,2025-06-15
MOCK-UAN-8282-6853,54,Tamil Nadu,Jharkhand,Agriculture,509,Semi-skilled,PM-Kisan,2026-03-25
MOCK-UAN-2731-9544,47,Tamil Nadu,Odisha,Gig Worker,359,Unskilled,None,2025-04-09
MOCK-UAN-6152-9897,40,Jharkhand,Tamil Nadu,Gig Worker,342,Unskilled,None,2026-06-18
MOCK-UAN-9454-9486,37,Gujarat,Andhra Pradesh,Domestic Worker,924,Highly-skilled,eShram,2025-03-21
MOCK-UAN-6251-2296,56,Uttar Pradesh,Karnataka,Manufacturing,631,Skilled,eShram,2025-08-15
MOCK-UAN-7016-6482,42,Jharkhand,Gujarat,Agriculture,470,Semi-skilled,eShram,2026-04-05
MOCK-UAN-8133-3717,25,Odisha,Bihar,Agriculture,499,Skilled,eShram,2026-04-06
MOCK-UAN-5720-8073,54,Karnataka,Maharashtra,Domestic Worker,556,Skilled,None,2025-04-26
MOCK-UAN-6584-3807,49,Gujarat,Bihar,Construction,498,Semi-skilled,PM-SYM,2026-01-18
MOCK-UAN-2987-6396,65,West Bengal,West Bengal,Agriculture,324,Unskilled,Ayushman Bharat,2026-09-09
MOCK-UAN-8692-1937,53,Karnataka,Karnataka,Domestic Worker,638,Skilled,PM-SYM,2025-05-24
MOCK-UAN-7422-5482,58,Tamil Nadu,Tamil Nadu,Construction,657,Skilled,None,2024-10-30
MOCK-UAN-3692-1955,63,Bihar,Uttar Pradesh,Gig Worker,716,Skilled,None,2025-08-15
MOCK-UAN-2020-1910,40,Maharashtra,Gujarat,Gig Worker,704,Skilled,None,2026-04-10
MOCK-UAN-1390-4385,19,Karnataka,Karnataka,Gig Worker,434,Unskilled,PM-Kisan,2026-02-09
MOCK-UAN-6538-5487,65,Jharkhand,Tamil Nadu,Domestic Worker,465,Semi-skilled,None,2026-07-03
MOCK-UAN-4876-9216,55,Tamil Nadu,Tamil Nadu,Construction,953,Highly-skilled,eShram,2026-07-24
MOCK-UAN-6577-5786,15,Karnataka,Andhra Pradesh,Construction,2500,Highly-skilled,PM-SYM,2026-04-10
MOCK-UAN-4094-1875,-2,Gujarat,Gujarat,Gig Worker,704,Skilled,PM-Kisan,2026-02-06
MOCK-UAN-5195-7466,19,Andhra Pradesh,Andhra Pradesh,Agriculture,474,Semi-skilled,PM-SYM,2024-09-27
MOCK-UAN-6919-9445,59,Uttar Pradesh,Tamil Nadu,Agriculture,313,Unskilled,PM-Kisan,2025-09-23
MOCK-UAN-5219-1052,25,Karnataka,Tamil Nadu,Construction,519,Semi-skilled,Ayushman Bharat,2025-06-21
MOCK-UAN-3052-6143,32,Andhra Pradesh,Odisha,Construction,567,Semi-skilled,Ayushman Bharat,2026-06-14
MOCK-UAN-5518-1115,19,West Bengal,Maharashtra,Domestic Worker,913,Highly-skilled,Ayushman Bharat,2025-08-10
MOCK-UAN-9969-7524,52,Andhra Pradesh,Karnataka,Manufacturing,567,Skilled,eShram,2024-10-15
MOCK-UAN-4180-9461,49,Tamil Nadu,West Bengal,Domestic Worker,944,Highly-skilled,eShram,2026-06-10
MOCK-UAN-9353-2161,46,Karnataka,Karnataka,Agriculture,9,Skilled,Ayushman Bharat,2026-03-09
MOCK-UAN-2947-2346,44,Gujarat,Maharashtra,Agriculture,845,Highly-skilled,Ayushman Bharat,2026-06-20
MOCK-UAN-2151-5727,30,Bihar,Andhra Pradesh,Domestic Worker,916,Highly-skilled,PM-SYM,2026-04-21
MOCK-UAN-1646-3559,59,Maharashtra,Jharkhand,Agriculture,325,Unskilled,PM-Kisan,2026-08-26
MOCK-UAN-9992-4733,19,Maharashtra,Maharashtra,Manufacturing,387,Semi-skilled,PM-Kisan,2026-05-03
MOCK-UAN-4790-3611,52,Uttar Pradesh,Uttar Pradesh,Construction,930,Highly-skilled,PM-Kisan,2025-02-04
MOCK-UAN-4408-2223,61,Maharashtra,Tamil Nadu,Construction,319,Unskilled,PM-SYM,2026-04-28
MOCK-UAN-6653-2593,44,Maharashtra,Tamil Nadu,Agriculture,425,Semi-skilled,Ayushman Bharat,2025-03-21
MOCK-UAN-1311-7126,41,West Bengal,West Bengal,Domestic Worker,347,Unskilled,PM-SYM,2026-06-02
MOCK-UAN-3004-1713,32,Andhra Pradesh,Andhra Pradesh,Agriculture,16402,Semi-skilled,None,2024-10-05
MOCK-UAN-5189-2145,52,Uttar Pradesh,Andhra Pradesh,Agriculture,449,Semi-skilled,PM-Kisan,2025-05-09
MOCK-UAN-1588-6448,58,Tamil Nadu,Tamil Nadu,Agriculture,872,Highly-skilled,Ayushman Bharat,2025-06-13
MOCK-UAN-7565-5675,43,Tamil Nadu,Jharkhand,Gig Worker,332,Unskilled,eShram,2026-06-14
MOCK-UAN-3493-9434,37,Uttar Pradesh,Gujarat,Manufacturing,671,Skilled,eShram,2025-06-25
MOCK-UAN-1073-9608,24,Andhra Pradesh,Andhra Pradesh,Manufacturing,479,Semi-skilled,eShram,2026-07-02
MOCK-UAN-3322-7690,23,Odisha,Odisha,Construction,314,Unskilled,eShram,2024-10-28
MOCK-UAN-1143-7355,36,Karnataka,Tamil Nadu,Domestic Worker,335,Unskilled,PM-SYM,2026-03-26
MOCK-UAN-2619-8779,34,Uttar Pradesh,Bihar,Manufacturing,296,Unskilled,None,2025-02-22
MOCK-UAN-1386-9879,56,Uttar Pradesh,Karnataka,Gig Worker,385,Unskilled,PM-Kisan,2026-05-16
MOCK-UAN-9501-4096,40,West Bengal,West Bengal,Agriculture,471,Semi-skilled,Ayushman Bharat,2025-05-25
MOCK-UAN-6626-2018,33,Gujarat,Bihar,Domestic Worker,412,Semi-skilled,PM-SYM,2025-09-06
MOCK-UAN-3532-8628,22,Odisha,Andhra Pradesh,Domestic Worker,582,Skilled,Ayushman Bharat,2025-11-05
MOCK-UAN-3213-5980,58,West Bengal,Gujarat,Agriculture,456,Semi-skilled,eShram,2025-06-28
MOCK-UAN-6021-1701,42,Maharashtra,Jharkhand,Domestic Worker,575,Skilled,None,2026-05-14
MOCK-UAN-1233-4209,41,Jharkhand,Bihar,Agriculture,633,Skilled,Ayushman Bharat,2025-12-23
MOCK-UAN-6467-9528,22,West Bengal,Andhra Pradesh,Construction,593,Semi-skilled,PM-SYM,2026-03-06
MOCK-UAN-3803-2605,22,Gujarat,Gujarat,Agriculture,862,Highly-skilled,PM-SYM,2025-01-14
MOCK-UAN-6974-5115,25,West Bengal,Odisha,Agriculture,366,Semi-skilled,PM-Kisan,2026-08-15
MOCK-UAN-7849-4490,24,Karnataka,Karnataka,Construction,849,Highly-skilled,eShram,2026-04-04
MOCK-UAN-1742-5827,60,Odisha,Andhra Pradesh,Agriculture,892,Highly-skilled,None,2026-05-25
MOCK-UAN-9984-6500,50,Gujarat,Andhra Pradesh,Manufacturing,866,Highly-skilled,PM-SYM,2026-03-19
MOCK-UAN-1857-5432,29,Bihar,Bihar,Manufacturing,460,Semi-skilled,eShram,2025-06-22
MOCK-UAN-3008-8063,43,Maharashtra,Bihar,Gig Worker,556,Semi-skilled,eShram,2026-05-19
MOCK-UAN-9950-5797,34,West Bengal,Odisha,Gig Worker,619,Skilled,PM-Kisan,2026-01-29
MOCK-UAN-5401-9627,39,Maharashtra,Jharkhand,Agriculture,209,Unskilled,None,2025-10-03
MOCK-UAN-2755-7846,36,West Bengal,West Bengal,Domestic Worker,914,Highly-skilled,PM-SYM,2025-07-02
MOCK-UAN-5982-1302,21,Bihar,Bihar,Agriculture,306,Unskilled,eShram,2025-05-28
MOCK-UAN-5392-8633,28,Gujarat,Karnataka,Gig Worker,378,Unskilled,Ayushman Bharat,2026-01-07
MOCK-UAN-7900-2430,40,Karnataka,Maharashtra,Agriculture,517,Skilled,PM-SYM,2025-05-02
MOCK-UAN-4927-1269,24,Gujarat,Gujarat,Agriculture,623,Skilled,eShram,2026-04-17
MOCK-UAN-8043-8207,59,Jharkhand,Uttar Pradesh,Agriculture,963,Highly-skilled,PM-SYM,2024-12-07
MOCK-UAN-3809-8371,54,Bihar,Bihar,Gig Worker,1013,Highly-skilled,PM-Kisan,2026-02-08
MOCK-UAN-3416-9310,57,Andhra Pradesh,Bihar,Agriculture,857,Highly-skilled,eShram,2026-06-23
MOCK-UAN-4400-2005,34,Uttar Pradesh,Uttar Pradesh,Manufacturing,902,Highly-skilled,PM-Kisan,2026-02-07
MOCK-UAN-8483-2539,38,Karnataka,Gujarat,Manufacturing,231,Unskilled,PM-SYM,2026-04-05
MOCK-UAN-5909-4212,22,West Bengal,West Bengal,Construction,4,Unskilled,PM-Kisan,2026-02-15
MOCK-UAN-6977-4545,31,Uttar Pradesh,Gujarat,Domestic Worker,604,Skilled,None,2026-06-14
MOCK-UAN-4015-4834,42,Tamil Nadu,Tamil Nadu,Agriculture,811,Highly-skilled,None,2026-08-30
MOCK-UAN-8837-2036,35,Gujarat,Tamil Nadu,Manufacturing,584,Skilled,PM-Kisan,2025-07-19
MOCK-UAN-9492-9916,58,Jharkhand,Andhra Pradesh,Domestic Worker,473,Semi-skilled,eShram,2026-06-18
MOCK-UAN-8624-9487,20,Odisha,Odisha,Gig Worker,983,Highly-skilled,eShram,2025-09-21
MOCK-UAN-8442-8712,46,Jharkhand,Jharkhand,Domestic Worker,886,Highly-skilled,eShram,2025-08-27
MOCK-UAN-4097-8877,37,Gujarat,Karnataka,Gig Worker,638,Skilled,PM-SYM,2025-09-21
MOCK-UAN-8968-3956,50,Tamil Nadu,Maharashtra,Construction,528,Semi-skilled,Ayushman Bharat,2024-09-15
MOCK-UAN-7526-1741,48,Maharashtra,Maharashtra,Manufacturing,267,Unskilled,Ayushman Bharat,2024-11-02
MOCK-UAN-4968-9658,21,Gujarat,Gujarat,Agriculture,192,Unskilled,PM-SYM,2025-03-21
MOCK-UAN-9587-1016,49,Maharashtra,Uttar Pradesh,Construction,631,Skilled,PM-SYM,2025-07-09
MOCK-UAN-5976-2446,45,Bihar,Karnataka,Agriculture,499,Semi-skilled,PM-Kisan,2026-04-28
MOCK-UAN-6341-9067,38,Karnataka,Karnataka,Agriculture,580,Skilled,PM-Kisan,2025-02-27
MOCK-UAN-8425-5394,28,Maharashtra,West Bengal,Gig Worker,486,Unskilled,Ayushman Bharat,2025-05-13
MOCK-UAN-5587-6402,31,Andhra Pradesh,Gujarat,Construction,671,Skilled,None,2026-03-19
MOCK-UAN-8586-2853,33,Odisha,Andhra Pradesh,Gig Worker,716,Skilled,Ayushman Bharat,2025-05-28
MOCK-UAN-9468-2179,57,Maharashtra,Andhra Pradesh,Domestic Worker,893,Highly-skilled,None,2025-12-23
MOCK-UAN-3957-2625,45,Jharkhand,Karnataka,Domestic Worker,596,Skilled,None,2026-03-19
MOCK-UAN-4453-5892,47,Tamil Nadu,Andhra Pradesh,Domestic Worker,286,Unskilled,PM-Kisan,2026-07-18
MOCK-UAN-1633-6121,60,Karnataka,Tamil Nadu,Gig Worker,684,Skilled,None,2025-05-10
MOCK-UAN-4731-2966,65,Andhra Pradesh,Bihar,Manufacturing,626,Skilled,None,2026-07-10
MOCK-UAN-7205-8198,33,West Bengal,West Bengal,Gig Worker,503,Semi-skilled,None,2025-08-22
MOCK-UAN-4449-4444,24,Jharkhand,Jharkhand,Domestic Worker,396,Semi-skilled,PM-SYM,2026-06-01
MOCK-UAN-6517-2374,45,Gujarat,Gujarat,Gig Worker,493,Semi-skilled,Ayushman Bharat,2025-05-11
MOCK-UAN-8457-5785,57,Odisha,Odisha,Domestic Worker,402,Unskilled,None,2025-07-10
MOCK-UAN-5980-7473,29,Uttar Pradesh,Uttar Pradesh,Gig Worker,426,Unskilled,Ayushman Bharat,2025-04-07
MOCK-UAN-1231-4934,34,Bihar,Tamil Nadu,Manufacturing,465,Semi-skilled,Ayushman Bharat,2026-04-25
MOCK-UAN-6446-5565,24,Jharkhand,Jharkhand,Construction,597,Skilled,PM-Kisan,2025-04-09
MOCK-UAN-2001-1491,55,Uttar Pradesh,Tamil Nadu,Domestic Worker,331,Unskilled,Ayushman Bharat,2025-05-12
MOCK-UAN-4481-4634,55,Tamil Nadu,Tamil Nadu,Agriculture,894,Highly-skilled,Ayushman Bharat,2025-06-01
MOCK-UAN-9874-4125,23,Jharkhand,Gujarat,Gig Worker,15364,Unskilled,None,2025-02-19
MOCK-UAN-3862-6944,39,Jharkhand,West Bengal,Gig Worker,501,Semi-skilled,PM-SYM,2025-06-06
MOCK-UAN-8258-6525,41,Tamil Nadu,Odisha,Agriculture,308,Unskilled,eShram,2026-04-05
MOCK-UAN-3127-9627,53,West Bengal,Gujarat,Domestic Worker,278,Unskilled,PM-Kisan,2025-08-02
MOCK-UAN-7428-3089,21,Jharkhand,Uttar Pradesh,Agriculture,411,Semi-skilled,PM-Kisan,2025-12-20
MOCK-UAN-8876-6388,42,Gujarat,Bihar,Agriculture,636,Skilled,PM-SYM,2025-05-20
MOCK-UAN-7245-6254,23,Odisha,Odisha,Domestic Worker,223,Unskilled,None,2025-10-27
MOCK-UAN-2964-7134,27,Andhra Pradesh,Andhra Pradesh,Gig Worker,728,Skilled,PM-SYM,2026-02-16
MOCK-UAN-7459-9616,44,Andhra Pradesh,Odisha,Agriculture,634,Skilled,PM-Kisan,2025-11-15
MOCK-UAN-3009-4900,41,West Bengal,West Bengal,Domestic Worker,406,Semi-skilled,None,2025-06-18
MOCK-UAN-3462-2417,56,Jharkhand,Jharkhand,Gig Worker,658,Skilled,Ayushman Bharat,2024-10-16
MOCK-UAN-3949-5779,52,Gujarat,Odisha,Construction,638,Skilled,PM-Kisan,2026-08-11
MOCK-UAN-2609-8491,48,Uttar Pradesh,Andhra Pradesh,Gig Worker,414,Unskilled,PM-Kisan,2026-02-01
MOCK-UAN-3780-1292,44,Maharashtra,Maharashtra,Domestic Worker,442,Semi-skilled,eShram,2025-05-01
MOCK-UAN-9393-7943,-4,Uttar Pradesh,Uttar Pradesh,Agriculture,471,Semi-skilled,PM-SYM,2025-04-17
MOCK-UAN-7900-8863,58,Uttar Pradesh,West Bengal,Construction,738,Skilled,Ayushman Bharat,2026-02-24
MOCK-UAN-1128-8623,22,Maharashtra,Maharashtra,Agriculture,574,Skilled,None,2026-03-02
MOCK-UAN-7202-2452,45,Jharkhand,Jharkhand,Domestic Worker,514,Skilled,eShram,2026-04-02
MOCK-UAN-4565-4801,62,Andhra Pradesh,Andhra Pradesh,Agriculture,641,Skilled,PM-Kisan,2025-06-04
MOCK-UAN-3323-4497,65,West Bengal,West Bengal,Manufacturing,984,Highly-skilled,eShram,2026-05-15
MOCK-UAN-7316-1442,19,West Bengal,Andhra Pradesh,Manufacturing,319,Unskilled,Ayushman Bharat,2026-04-24
MOCK-UAN-1589-4582,31,Jharkhand,Jharkhand,Manufacturing,395,Semi-skilled,PM-SYM,2025-03-16
MOCK-UAN-6445-2691,60,Karnataka,Odisha,Gig Worker,993,Highly-skilled,None,2026-06-01
MOCK-UAN-6904-1918,51,Tamil Nadu,Uttar Pradesh,Construction,294,Unskilled,eShram,2026-04-12
MOCK-UAN-5796-3444,-4,Jharkhand,Odisha,Manufacturing,332,Unskilled,None,2025-08-12
MOCK-UAN-1862-3961,-5,Uttar Pradesh,Gujarat,Gig Worker,332,Unskilled,PM-Kisan,2026-06-12
MOCK-UAN-5844-9799,21,Tamil Nadu,Tamil Nadu,Construction,634,Skilled,PM-SYM,2025-11-30
MOCK-UAN-1250-6212,26,Odisha,Uttar Pradesh,Construction,299,Unskilled,None,2025-05-01
MOCK-UAN-3453-1872,51,West Bengal,Tamil Nadu,Manufacturing,606,Skilled,None,2025-08-01
MOCK-UAN-5546-5145,51,Andhra Pradesh,Tamil Nadu,Agriculture,881,Highly-skilled,PM-Kisan,2025-04-16
MOCK-UAN-1372-3957,44,Karnataka,Karnataka,Gig Worker,1008,Highly-skilled,PM-SYM,2025-01-03
MOCK-UAN-9753-1151,33,West Bengal,West Bengal,Construction,651,Skilled,Ayushman Bharat,2025-04-15
MOCK-UAN-9618-3367,36,West Bengal,West Bengal,Agriculture,550,Skilled,Ayushman Bharat,2025-06-09
MOCK-UAN-7772-5098,58,Odisha,Odisha,Domestic Worker,931,Highly-skilled,PM-SYM,2026-05-21
MOCK-UAN-5970-7222,38,Uttar Pradesh,Andhra Pradesh,Construction,347,Unskilled,PM-Kisan,2024-10-09
MOCK-UAN-7027-1738,23,Tamil Nadu,Tamil Nadu,Gig Worker,650,Skilled,PM-Kisan,2026-05-18
MOCK-UAN-9130-9605,32,Odisha,Andhra Pradesh,Domestic Worker,412,Unskilled,None,2025-01-09
MOCK-UAN-3070-1409,29,West Bengal,Bihar,Gig Worker,573,Semi-skilled,eShram,2026-01-16
MOCK-UAN-2872-2429,54,Bihar,Bihar,Domestic Worker,442,Semi-skilled,None,2026-01-28
MOCK-UAN-4343-6714,45,Karnataka,Uttar Pradesh,Domestic Worker,670,Skilled,Ayushman Bharat,2025-11-05
MOCK-UAN-2306-1015,44,Odisha,West Bengal,Agriculture,392,Unskilled,eShram,2026-03-26
MOCK-UAN-6228-4410,61,Tamil Nadu,Tamil Nadu,Manufacturing,892,Highly-skilled,eShram,2025-04-03
MOCK-UAN-6002-7345,46,Odisha,Maharashtra,Domestic Worker,467,Semi-skilled,None,2026-02-06
MOCK-UAN-6454-8759,36,Andhra Pradesh,Andhra Pradesh,Manufacturing,400,Semi-skilled,None,2025-10-14
MOCK-UAN-1084-3416,53,West Bengal,Jharkhand,Domestic Worker,292,Unskilled,PM-SYM,2025-01-23
MOCK-UAN-5184-7457,22,Uttar Pradesh,Jharkhand,Agriculture,10950,Unskilled,Ayushman Bharat,2026-07-29
MOCK-UAN-5309-6889,65,Bihar,Gujarat,Agriculture,909,Highly-skilled,None,2025-01-29
MOCK-UAN-8834-9765,34,Bihar,Bihar,Agriculture,916,Highly-skilled,None,2026-08-15
MOCK-UAN-9427-7642,64,Maharashtra,Bihar,Manufacturing,477,Semi-skilled,eShram,2025-06-28
MOCK-UAN-9036-4027,34,Uttar Pradesh,Maharashtra,Domestic Worker,311,Unskilled,None,2025-12-14
MOCK-UAN-5275-3962,23,Uttar Pradesh,Andhra Pradesh,Agriculture,839,Highly-skilled,PM-Kisan,2025-06-07
MOCK-UAN-8633-7701,36,Uttar Pradesh,Uttar Pradesh,Agriculture,253,Unskilled,None,2026-06-09
MOCK-UAN-9525-6309,30,Jharkhand,Karnataka,Gig Worker,672,Skilled,eShram,2026-04-07
MOCK-UAN-2519-8025,56,Uttar Pradesh,Tamil Nadu,Gig Worker,685,Skilled,PM-Kisan,2026-04-07
MOCK-UAN-7824-4875,39,Karnataka,Gujarat,Construction,402,Unskilled,eShram,2026-03-11
MOCK-UAN-2447-4096,18,Jharkhand,Jharkhand,Domestic Worker,241,Unskilled,eShram,2024-10-09
MOCK-UAN-8818-3198,19,Odisha,Jharkhand,Agriculture,282,Unskilled,Ayushman Bharat,2026-02-06
MOCK-UAN-3322-2886,34,Odisha,Uttar Pradesh,Gig Worker,447,Unskilled,PM-SYM,2025-11-21
MOCK-UAN-7977-5572,18,Karnataka,West Bengal,Manufacturing,2500,Highly-skilled,None,2025-10-19
MOCK-UAN-1271-8099,62,Odisha,Andhra Pradesh,Gig Worker,573,Semi-skilled,eShram,2026-07-13
